Source,URL,Mise à jour,Catégorie,Question,Réponse,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,Qu’est-ce que le coronavirus COVID-19 ?,"Les coronavirus sont une famille de virus, qui provoquent des maladies allant d’un simple rhume (certains virus saisonniers sont des coronavirus) à des pathologies plus sévères comme le MERS-CoV ou le SRAS. 
Le virus identifié en janvier 2020 en Chine est un nouveau coronavirus, nommé SARS-CoV-2. La maladie provoquée par ce coronavirus a été nommée COVID-19 par l’Organisation mondiale de la Santé - OMS. Depuis le 11 mars 2020, l’OMS qualifie la situation mondiale du COVID-19 de pandémie ; c’est-à-dire que l’épidémie est désormais mondiale.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,D’où vient le coronavirus COVID-19 ? ,Les premières personnes à avoir contracté le virus s’étaient rendues au marché de Wuhan dans la Province de Hubei en Chine. La maladie semblerait donc venir d’un animal (zoonose) mais l’origine n’a pas été confirmée.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,Quel est la dangerosité du coronavirus ?,"Le coronavirus est dangereux pour trois raisons :
-	Il est tres contagieux : chaque personne infectée va contaminer au moins 3 personnes en l'absence de mesures de protection.
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Le dépistage massif ne serait-il pas plus efficace que le confinement ? ,"Le dépistage et le confinement ont deux objectifs différents. En effet, le confinement a pour but de freiner la propagation du virus; et le dépistage d’orienter pour la prise en charge et ne faire qu’un isolement ciblé. Le dépistage massif n’a pas forcément de sens à toutes les phases d’une épidémie. En phase 3, le virus circule activement sur le territoire. Le suivi de cas est donc difficilement réalisable. De plus, les tests actuels, fondés sur les PCR, n’éliminent pas une possible infection ultérieure, ni ne donnent d’information sur une contamination passée. Ainsi, un dépistage massif ne donnerait pas suffisamment d’information ce jour pour contenir l’épidémie.
Cependant, de nouveaux tests sont en cours de développement et devraient nous permettre de proposer une stratégie élargie de test pour sortir du confinement. Ces tests sont les tests rapides, qui pourront nous permettre de généraliser le dépistage, et les sérologies, qui pourront nous donner des informations sur une contamination passée ou une immunité contre le virus.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Une grande campagne de dépistage à l’échelle nationale pourrait-elle être lancée ?,Nous pourrons sortir du confinement une fois que la circulation du virus ne sera plus fortement active sur le territoire et que la situation pourra être contrôlée par des mesures plus ciblées. Une stratégie de test adaptée sera mise en œuvre pour cette phase post-épidémique.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,La transfusion sanguine pourrait-elle aider les malades à guérir ?,Comme utilisé en pratique courante, la transfusion de produit sanguins labiles peut être nécessaire pour les patients graves hospitalisés en réanimation. Cependant, spécifiquement pour le coronavirus, il n’a pas encore été pas prouvé ce jour que l’apport de sérum de patients guéris améliore l’état de santé des malades. Des essais cliniques sur le sujet ont été débuté. ,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Peut-on donner son sang si on a eu des symptômes du COVID-19 ? ,Il est primordial d’aller donner son sang en ce moment, toutes les informations nécessaires pour trouver le point EFS le plus proche de chez vous se trouvent sur : https://dondesang.efs.sante.fr/trouver-une-collecte. Il est possible de donner son sang uniquement lorsque que les symptômes du COVID-19 ont disparu et qu’un médecin a validé les critères de guérison.,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Si on a eu des symptômes (courbatures, douleurs poitrine, toux) du COVID-19 sans forme grave (pas de fièvre, pas d'essoufflement ni difficultés respiratoires) pendant les 7 premiers jours, peut-on développer une forme grave pendant les 7 jours suivants ?,Il convient de rester prudent car il est possible de développer une forme grave jusqu’à la guérison complète, confirmée par un médecin. Pour rappel, les difficultés respiratoires et l'essoufflement sont les principaux signaux d’alerte d’une potentielle forme grave de la maladie. Il faut appeler le 15 si ces symptômes surviennent.,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Les porteurs qui guérissent sont-ils immunisés ?,"À ce jour, il nous est impossible d’affirmer qu’il existe une immunité chez les personnes guéries du COVID-19. Cependant, les données scientifiques sont rassurantes, car il n’existe pour le moment aucun cas avéré de seconde infection.
  ",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,La consommation de produits surgelés présente-t-elle moins de risque ? ,Il n’y a actuellement pas de preuve que la manipulation ou la préparation de produits alimentaires présentent un risque de transmission si les règles d’hygiène des mains et les recommandations d’hygiène habituelles données par l’ANSES sont respectées. Pour rappel, un apport alimentaire varié et équilibré comprenant des produits frais est nécessaire afin d’être en bonne santé.,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Est-il possible de réquisitionner les cliniques privées ?,Les cliniques privées participent déjà activement à la crise du COVID-19. Leurs activités non-prioritaires ont été déprogrammées. Elles ont bénéficié d’une autorisation spéciale pour l’utilisation de leurs réanimations lorsque cela était possible et en sécurité. Par ailleurs, les cliniques ont été mises à contribution pour soutenir l’effort national contre l'épidémie de coronavirus. Les cliniques ont notamment donné du matériel médical aux services de réanimation des hôpitaux publics, leurs personnels soignants ont été également réaffectés dans certains services des hôpitaux publics.,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Peut-on effectuer un diagnostic en ligne via une application ? ,Non, seul un médecin peut poser un diagnostic, que ce soit par téléconsultation ou en consultation physique. Cependant, un algorithme d’aide à l’orientation, validé par le ministère des Solidarités et de la Santé, permet d’orienter les patients sur la base de questions types : https://maladiecoronavirus.fr. Son résultat ne constitue cependant pas un avis médical. En cas de doute, demandez conseil à votre médecin, et favorisez l’utilisation de téléconsultations.,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Le virus laisse-t-il des séquelles ? Peut-on avoir des séquelles après guérison ?  ,La grande majorité des patients atteints de COVID-19 guérissent sans séquelles. Chez les patients atteints de formes graves, la prise en charge hospitalière adaptée permet de réduire le risque de séquelles. Chez les patients guéris après un passage en réanimation, il est toutefois possible d’avoir des troubles ventilatoires persistants à distance de l’infection.,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Le réchauffement climatique aurait-il un impact sur le virus ?,Nous ne disposons pas d’assez d’éléments pour évaluer l’impact du réchauffement climatique sur le virus. De même, nous ne savons si la remontée des températures saisonnières aura un quelconque effet sur le virus.,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Les personnes atteintes souffrent-elles toutes de fièvre ?,"La fièvre est le symptôme le plus répandu parmi les personnes atteintes. Cependant toutes les personnes atteintes ne présentent pas de fièvre ; certaines personnes atteintes ne présentent d’ailleurs aucun symptôme (patients asymptomatiques), d’où l’importance de respecter les consignes de confinement, les gestes barrières et la distanciation sociale, même lorsque l’on ne se sent pas malade.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Le père de mon enfant pourrait-il m’accompagner et assister à mon accouchement ?,"Avec le principe de garder la composante humaine et familiale de l’accouchement, et avec le principe d’éviter au maximum les risques de contamination des soignants et des autres patients, le CNGOF (Collège National des Gynécologues et Obstétriciens Français) du 27 mars 2020 recommande d’accepter l’accompagnant en salle de naissance à partir de la phase active de travail, sans possibilité de va et vient. Les gestes barrière sont reprécisés à l’entrée de la salle de travail. L’accompagnant peut rester dans la salle dans les 2h qui suivent l’accouchement.
Ils recommandent notamment, qu’en salle d’accouchement :
1.	Pas de sortie du père de la salle pendant toute la durée de l’accouchement sous aucun prétexte (boire, manger, fumer). En cas de sortie, il doit quitter définitivement l’hôpital.
2.	Le père doit sonner pour aller aux toilettes.
3.	Prévoir dans le sac d’accouchement des aliments type barres de céréales, biscuits. Un repas sera proposé dans la mesure du possible.
4.	Le père ne peut pas accéder aux services d’hospitalisation. Son départ se fait à H2 et il revient pour chercher sa conjointe.
5.	La sortie précoce est recommandée
6.	Pas d’accompagnant dans le service d’hospitalisation ni en salle de césarienne si celle-ci est nécessaire.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,L’eau du robinet fait-elle l’objet de contrôles ? ,Il n’y a actuellement aucune raison de suspecter une transmission du virus via l’eau courante.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Pourquoi les rues ne sont-elles pas désinfectées en France ?,L’efficacité de la désinfection systématique des rues pour lutter contre la propagation du virus n’est pas démontrée. Par ailleurs, l’impact éventuel de l’utilisation massive de produits désinfectants dans les lieux publics peut poser un problème environnemental et sanitaire non négligeable. Pour lutter contre la propagation du virus, le confinement, le respect des règles d’hygiène et de distanciation sont les méthodes qui ont montré leur efficacité, notamment en Chine. ,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Si un vaccin est trouvé, sera-t-il rendu obligatoire ?,Le caractère obligatoire ou non d’un éventuel vaccin sera décidé en fonction des résultats des études cliniques ainsi que des données épidémiologiques.,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Le hantavirus est-il aussi dangereux que le coronavirus ? ,Le hantavirus n’est en rien comparable au nouveau coronavirus. C’est un virus transmis par les rongeurs, non présent en France, et responsable d’une fièvre hémorragique ou d’une affection pulmonaire. Il ne s’agit également pas d’un virus à réelle transmission interhumaine comme le coronavirus, bien que quelques cas ont été décrit. Il n’y a donc pas de risque de diffusion massive de celui-ci, et donc pas de risque d’épidémie mondiale au hantavirus.,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Le virus pourrait-il revenir chaque année ? ,Le SARS-CoV-2, responsable du COVID-19, est un nouveau virus dont nous connaissons encore mal le comportement. A ce jour, il nous est impossible de savoir si le virus pourrait revenir chaque année. La recherche se penche activement sur la question, ainsi que sur l’éventuelle saisonnalité de sa diffusion. Ce jour cependant, nous ne disposons d’aucune preuve pour étayer cette hypothèse.,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Le virus se transmet-il par le sang ? ,On retrouve du coronavirus dans le sang des personnes contaminées. Il existe donc un possible risque de transmission par le sang. Ce jour cependant, il n’existe aucun cas confirmé de contamination par le sang. Pour rappel, le sang prélevé lors de dons du sang est systématiquement décontaminé de tous les virus. Il n’existe donc aucun risque à donner son sang, ni à en recevoir. Les personnes non malades sont de plus fortement invitées à continuer à donner leur sang, malgré le confinement.,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Pourquoi le Gouvernement affirme-t-il que le port des masques par tous n’est pas utile ? Puisqu’il y a des cas asymptomatiques, ne faudrait-il pas que chacun porte un masque ? ,"Le port du masque dans la population générale limite essentiellement la propagation du virus quand il est porté par les personnes malades et symptomatiques (émettant des postillons contaminants).
Pour les personnes asymptomatiques, ce sont essentiellement le respect des gestes barrières et les mesures de distanciation sociale qui limitent la propagation du virus.
Pour les non-malades, les meilleures défenses contre le virus demeurent également les gestes barrière et la distanciation sociale, appliqués de manière systématique, et pas uniquement en présence de cas symptomatiques. Le confinement généralisé, la distanciation sociale et l’isolement les malades sont ce jour indispensables pour limiter la propagation du virus. Ils permettent de protéger l’ensemble de la population, notamment les plus fragiles, et d’aider nos soignants et notre système de santé.",,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Que penser de l’utilisation des masques Decathlon par les professionnels de santé ? ,Aucune recommandation ni données scientifiques ne sont disponibles ce jour concernant l’usage de tels dispositifs, non médicaux, pour la protection des professionnels de santé. Il n’est donc pas recommandé de faire usage de ce type de masques.,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Santé,Les fumeurs sont-ils plus touchés ?,Les fumeurs ne sont pas plus à risque d’être contaminés, toutefois ils sont plus à risque de développer des formes graves. Fumer abîme les tissus pulmonaires et les rend plus vulnérables à l’arrivée du virus. Des études ont montré que fumer augmente le risque de développer une forme sévère ou très sévère du COVID-19 de +50%, ainsi qu’un risque de décès de +133% par rapport aux non-fumeurs.,,,,,,,,,,,,,,,,,,
